,title,company,link,job_desc,job_func,location,job_type,source
75,Data Analyst Engineer - IT,OwnBank,https://ph.jobstreet.com/job/82542257?type=standard&ref=search-standalone&origin=cardTitle#sol=2d5e76888dc22eafc795bb00b8234ad8201e4b43,"Data Engineer AnalystDUTIES &amp; RESPONSIBILITIESEnsure that data is accurate, consistent, and reliable throughout its lifecycle, which is critical for making valid and trustworthy decisionsCleanse data and scrutinize computer-generated reports and outputs to identify and rectify coding errorsGather data from various sources, including databases, APIs, and third-party sources and ensure the upkeep of databases and data systemsCreate and maintain processes to generate accurate and timely reports that help stakeholders understand and act on key data insightsIdentify opportunities for process enhancementsEngage with managers from various departments to specify data requirements and reports for analysis projects tailored to their unique business processesDesign scripts, tools and processes to automatically extract large volumes of data from websites or other digital sources, including but not limited to transactional data, improving efficiency and availabilityConduct in-depth data analyses using advanced statistical methods and tools to uncover patterns, correlations, and meaningful insights and trends, risk control data analysis, customer behavior analysis, and compliance auditing, which can then inform business decisions and strategiesEntrusted with the responsibility of managing databases (logical) to ensure they are secure, accessible, and functioning properly. Your role is crucial in supporting ongoing data storage and retrieval needsSKILLS &amp; REQUIREMENTSDegree in Computer Science, Statistics, or related IT coursesAt least five (5) years in Data Engineer and Data Analyst roleExperience and knowledge of MS Office, especially Excel functions, and other data format such as CSV, JSON, XML for processingExperience with common data warehouse technologies, including Hive, HBase, ClickHouse, and Greenplum.Experience with data warehouse layered architecture (e.g., ODS, DWD, DWS, ADS), its standards and best practices.Broad experience with object-oriented/object function scripting languages: Python, Java, C++, Scala, Shell script, etc.Broad experience with cloud computing servicesBroad experience with data pipeline and workflow management tools: Azkaban, Luigi, Airflow, Flink, etc.Broad experience with stream-processing systems such as Storm, Spark-Streaming, and similar.Expert experience with relational SQL and NoSQL databases, including Postgres, MySQL, and Cassandra, and similar.",Banking & Financial Services,"Manila City, National Capital Region (NCR)",Full-time,Jobstreet
76,Data Engineer Power BI,IDEMIA Public Security,https://ph.jobstreet.com/job/83016699?type=standard&ref=search-standalone&origin=cardTitle#sol=b79e769293d8db841eca2923f9263a760732fc76,"IDEMIA is the global leader in identity and security. Our mission is to create a safe and simple future where identity verification is indisputable, and only you can assert your identity. We are a distributed company leveraging the latest technologies to deliver world-class products in the private and public sectors of finance, telecom, identity, security, retail, sports entertainment, commercial, government, and IoT.We use a variety of technologies and approaches to deliver quality product and services to government agencies and technology companies. IDEMIA is a made up of a group of 15,000 diverse people from different nationalities, speaking over 20 different languages. Together, our solutions impact the everyday lives of citizens and nations. In this ever-changing world, protecting your identity is paramount. Join the team that is ensuring one person- one identity.&nbsp;Mission :Within the newly created Global Data Team, in charge of building and implementing the data strategy for IDEMIA.We are currently looking for a Power BI/ Data Engineer, working closely with our Data Architects, Data Scientists and Data Engineers. Your daily life will be punctuated by :&nbsp;Daily work on AWS to develop new pipelines (Scala, Spark); ensuring their robustness and scalabilityDaily work on the whole data lifecycle (collect, design, industrialization) at the heart of our AWS infrastructuresImplement a modern data platform architecture and ecosystem including data stores (operational systems, data lakes, data warehouses, data marts), ingress patterns (API, streaming, ETL/ELT), and egress patterns (analytics/decision tools, BI tools); in respect of data security, data governance and of DevOps mindsets.Constantly adapt our architecture and implement such concepts as traceability, transparency, scalability and measurability within a demanding project and technology environmentWork with our Product and Business Analytics teams to implement the next generation of products roadmap features&nbsp;Required Qualifications :- Experience: must have at least 2 years working experience in a Data Engineer position within a fast-paced and complex business setting.- Expertise in cloud environments &amp; big data technologies – with corresponding certifications (AWS)- Experience with cloud-native design patterns and technologies, such as microservices, synchronous and asynchronous communications, event driven architecture and event sourcing patterns- Knowledgeable in front-to-back data lifecycle and be highly proficient in a broad range of data solutions- Good self-presentation skills,- Ability to develop in different languages related to Data &amp; Cloud (Scala, Python, Java)- Education in Computer Science, Data Engineering or any other related field.- Language skills: English",Information Technology,"Makati City, National Capital Region (NCR)",Full-time,Jobstreet
77,Senior/ Staff Automation and Data Analytics Engineer (DevOps),Infineon Technologies,https://ph.jobstreet.com/job/83069487?type=standard&ref=search-standalone&origin=cardTitle#sol=5dff669122cb12a0bf1d5c4e1cb75da8d506f07d,"Are you a tech-savvy engineer with a passion for streamlining processes and uncovering insights? Do you have a knack for designing and developing innovative solutions that drive business success? We're looking for a highly skilled Automation and Data Analytics Engineer (DevOps) to join our team and take our test engineering capabilities to the next level. As an Automation and Data Analytics Engineer (DevOps), you will play a critical role in designing, developing, and maintaining DevOps pipelines that optimize test engineering processes. You will collaborate with our semiconductor test engineering team to identify areas for improvement and implement data-driven solutions that increase test efficiency and reduce cycle time.In your new role you will:Design, develop, and maintain DevOps pipelines for test engineering, ensuring efficient and reliable testing processes.Collaborate with semiconductor test engineering to identify and implement process improvements, increasing test efficiency and reducing test cycle time.Develop and maintain data analytics pipelines, leveraging tools such as KNIME, Tableau, Dataiku, Apache Kafka, and Apache Airflow.Ensure data quality, integrity, and security, and implement data visualization techniques to facilitate insights and decision-making.Design, develop, and maintain low-code user interfaces, enabling non-technical stakeholders to interact with data and systems.Ensure user interfaces are intuitive, user-friendly, and meet business requirements.You are best equipped for this task if you have:Master’s or Bachelor’s degree in Electronics, Computer Engineering, or Computer Science.DevOps Expertise: Proficiency in DevOps pipeline automation tools (e.g., Jira, Git, Jenkins, Docker).Data Analytics Mastery: Hands-on experience with data storage, processing, analysis, and visualization tools (e.g., KNIME, Tableau, Dataiku, Apache Kafka, Apache Airflow).Programming Skills: Strong coding skills in Java, Python, or C#.Product and Test Engineering Knowledge: Familiarity with major ATE platforms (e.g., Advantest, Teradyne, NI) and product data analysis is a plus.",Information Technology,"Cavite City, CALABARZON (Region IV-A)",Full-time,Jobstreet
78,Senior Python/C++ Software Engineer – IoT &amp; Wearable Devices (Homebased),Outsourced Quality Assured Services Inc. (ISO Certified),https://ph.jobstreet.com/job/82718276?type=standard&ref=search-standalone&origin=cardTitle#sol=2e95dd11b943825720123b8b97b4f5dd0a64fbfb,"Company Description&nbsp;&nbsp;Outsourced.ph is a leading ISO certified Philippines offshore outsourcing company that provides dedicated remote staff to some of the world's leading international companies. Outsourced is recognized as one of the Best Places to Work and has achieved Great Place to Work Certification. We are committed to providing a positive and supportive work environment where all staff can thrive. As an Outsourced staff member, you will enjoy a fun and friendly working environment, competitive salaries, opportunities for growth and development, work-life balance, and the chance to share your passion with a team of over 1000 talented professionals.The CompanyA professional training and coaching company based in Brisbane, QLD. It focuses on developing both physical and psychological resilience in athletes through tailored training solutions. The company embraces a philosophy that celebrates unpredictability, risk-taking, and breaking conventional norms, believing that elite athletes succeed by pushing boundaries.The RoleWe are looking for a Software Engineer to develop and optimize our software that integrates with a wearable device using Bluetooth (initially) and potentially Wi-Fi in later iterations. The software will automatically detect and segment activity sessions while allowing manual adjustments for accuracy. You will play a crucial role in implementing data synchronization, processing IMU and GPS data, and developing algorithms to extract key performance metrics.Key Responsibilities:Develop software to sync with the wearable device via Bluetooth and later Wi-Fi.Implement data download functionality after activity sessions.Develop algorithms for automatic activity detection and segmentation.Process and analyze IMU and GPS data to generate performance metrics.Provide users with basic performance data (distance, top speed, top acceleration, distance per minute) and enable export of additional data.Work closely with UI/UX designers to ensure seamless integration with the front-end.Optimize data storage and retrieval for efficiency and accuracy.Collaborate with the hardware team to ensure smooth device-software interaction.Ensure software scalability and modularity to accommodate future features such as sport-specific calibration.Required Qualifications:Bachelor’s degree in Computer Science, Software Engineering, or a related field.3+ years of experience in software development, preferably with IoT or wearable devices.Proficiency in Bluetooth Low Energy (BLE) communication protocols.Experience working with sensor data, IMU, and GPS integration.Strong knowledge of Python, C++, or relevant languages for embedded systems and data processing.Familiarity with mobile or desktop application development.Experience with data visualization and analytics tools.Knowledge of cloud-based data storage and processing solutions.Preferred Qualifications:Experience in sports technology or fitness tracking applications.Familiarity with machine learning techniques for activity recognition.Experience working with Figma designs for UI/UX alignment.Knowledge of RESTful APIs and cloud integration.Understanding of multi-sport performance metrics and analytics.ScheduleMust be willing to work Monday to Friday 7am-4pm Manila TimeLocation&nbsp;Homebased; Must have reliable internet connection&nbsp;By clicking on the ""I'm Interested"" button I hereby allow Outsourced Quality Assured Services, Inc. (""Outsourced"") to store and collect my personal information for the purposes of employment application. As such, I agree and authorize Outsourced to collect, store, or continue to use my personal information for the above-stated purpose, and to retain my personal information for a period of 1 year, and for these purposes only.",Information Technology,"Manila City, National Capital Region (NCR)",Full-time,Jobstreet
79,Mid/ Sr. Data Engineer (Spark + Big Query) | Work from Home*,FlexisourceIT,https://ph.jobstreet.com/job/83041495?type=standard&ref=search-standalone&origin=cardTitle#sol=c5775439f47cf82c0a9618ef6105d9bd66683247,"About the role&nbsp;Reporting into the Head of Digital Technology, the Senior Data Engineer is responsible for the preparation, maintenance and operation of pipelines that deliver large, complex datasets, that form the basis of analysis, dashboards, statistical analysis &amp; modelling as well as data quality analysis.&nbsp;You will also deliver standards and practices for data architecture and engineering; data system design, development, and operation; conceptual, logical, and physical data modelling.&nbsp;In this role you will work closely with numerous stakeholder groups to deliver data driven solutions.&nbsp;Key Responsibilities&nbsp;Prepare, maintain and operate data pipeline infrastructure.Work closely with numerous stakeholder groups to capitalize on useful data to drive better insights.Act as a Data custodian responsible for the sourcing, and preparation of quality and trusted data for the use of the extended team.Builds and deploys machine learning and analytics models into production.&nbsp;Facilitate faster Data collection process by improving technology/infrastructure over time&nbsp;Efficient data discovery with new CDP infrastructure&nbsp;Implement improvement working models, adopting best practices working with AI/ML partners&nbsp;Acquiring, ingesting, and processing data from multiple sources and systems into our data platforms.Aid in the adoption of best practices design for databases in order to cater to downstream reporting, AI/ML solutions.Continuously align architecture with changing business requirements.&nbsp;Requirements&nbsp;Degree qualified in Business Analytics, Engineering, Data Science (Desirable).&nbsp;Strong understanding of distributed systems, especially Hadoop, Spark, Airflow, Big Query.Understanding of ETL, Big data pipeline (end to end ETL pipeline orchestration)Strong programming skills Python, Java/Scala&nbsp;High level understanding of design patterns&nbsp;Expertise with a diverse range data modelling technique’s&nbsp;Superior communication skills and ability to work as part of cross functional teams.&nbsp;Skills and Work Ethic Core Competencies –Essential&nbsp;Analyzing - Analyses numerical data, verbal and all other sources of information; Breaks information into component parts, patterns and relationships; Probes for further information or greater understanding of a problem; Makes rational judgements from the available information and analysis; Produces workable solutions to a range of problems; Demonstrates an understanding of how one issue may be part of a larger problem.Applying Expertise &amp; Technology - Applies specialist and detailed technical expertise; Develops job knowledge and expertise through continual professional development; Shares expertise and knowledge with others; Uses technology to achieve work objectives; Demonstrates appropriate physical co-ordination and endurance, manual skill, spatial awareness and dexterity.Working with People - Demonstrates an interest in and understanding of others; Adapts to the team and builds team spirit; Recognizes and rewards the contribution of others; Listens, consults others and communicates proactively; Supports and cares for others; Develops and openly communicates self-insight, such as an awareness of own strengths and weaknesses.Presenting &amp; Communicating Information - Speaks clearly and fluently; Expresses opinions, information and key points of an argument clearly; Makes presentations and undertakes public speaking with skill and confidence; Responds quickly to the needs of an audience and to their reactions and feedback; Projects credibility.&nbsp;DesirableWriting &amp; Reporting - Writes clearly, succinctly and correctly; Writes convincingly in an engaging and expressive manner; Avoids the unnecessary use of jargon or complicated language; Writes in a well-structured and logical way; Structures information to meet the needs and understanding of the intended audience.Writing &amp; Reporting - Writes clearly, succinctly and correctly; Writes convincingly in an engaging and expressive manner; Avoids the unnecessary use of jargon or complicated language; Writes in a well-structured and logical way; Structures information to meet the needs and understanding of the intended audience.Formulating Strategies &amp; Concepts - Works strategically to realize organizational goals; Sets and develops strategies; Identifies and develops positive and compelling visions of the organization’s future potential; Takes account of a wide range of issues across, and related to, the organization.&nbsp;Work DetailsShift: Monday to Friday: 6:00am- 3:00pm or 7:00am- 4:00pm PH Time; depending on business needs&nbsp;Location: Makati | *Work from Home Until Further Notice&nbsp;Status: Full-time employment",Information Technology,"Makati City, National Capital Region (NCR)",Full-time,Jobstreet
80,"Application Developer (SharePoint, Power Apps, Power Automate)",Emerson Electric (Asia) Limited -  ROHQ,https://ph.jobstreet.com/job/83141589?type=standard&ref=search-standalone&origin=cardTitle#sol=32c0992165d872c1b8e741f7dc67139672a30efa,"Emerson’s 130+ years of history have been filled with achievements and challenges that have driven innovative thinking and bold transformations, molding us into the company we are today. By joining us as a Web Developer, Business Process Automation, you will design, build, and maintain .Net and Power Platform apps to create automation solutions that streamline processes and improve efficiency. You will coordinate with different departments like marketing, engineering, and technical support to ensure the validity of the information.&nbsp;&nbsp;If this sounds like a perfect fit for you, apply now and join our team in Mandaluyong City, Philippines!&nbsp;In This Role, Your Responsibilities Will Be:Collaborate with multi-functional teams to understand business requirements and develop technical solutions to meet business needs.Ensure quality solutions by implementing processes and standards that the team will follow.Manage the software delivery cycle of web and automation development projects for PMO, conduct project planning, design, execution, testing, and deployment activities.Provide day-to-day system and maintenance support to PMO SharePoint and Power Platform applications.Manage SharePoint administration by creating new site collections, subsites, lists, etc., and developing custom applications, forms, reports, dashboards, and integration solutions with other Microsoft 365 applications.Deliver data analytics functions that include data gathering and processing, report and dashboard building, and data analysis.Enable proper data management and maintenance in a Power BI environment and administer efficient ETL (extract, transform, load) processes in the data architecture.&nbsp;Who You Are:You have a strong drive for results and exhibit passion and enthusiasm to get things done. You can efficiently process data, generate accurate, high-quality reports, and present results and findings. You develop and communicate ideas that generate solutions for business stakeholders. You're interpersonally savvy and able to collaborate and efficiently work with people at any level.&nbsp;For This Role, You Will Need:Bachelor’s degree in Computer Science, Computer Engineering, Information Technology, Information Systems, Mathematics, Statistics, or related courses.3-5 years of relevant work experience in SharePoint and application (Power Apps, Power Automate) development, including oversight of projects and client management.Proficiency in HTML, CSS, JavaScript, jQuery, and Rest API.Expertise in Excel Macro/VBA, Power Query, DAX.Working knowledge of Visual Studio Code and Azure DevOps.&nbsp;Preferred Qualifications that Set You ApartKnowledgeable in Angular 2+, TypeScript, and Node.js is preferred.Proficiency in Python, SQL, and Oracle is a plus.Experience in Artificial Intelligence and Machine Learning tools such as Copilot is an advantage.&nbsp;Our Culture &amp; Commitment to YouAt Emerson, we prioritize a workplace where every employee is valued, respected, and empowered to grow. We foster an environment that encourages innovation, collaboration, and diverse perspectives—because we know that great ideas come from great teams. Our commitment to ongoing career development and growing an inclusive culture ensures you have the support to thrive. Whether through mentorship, training, or leadership opportunities, we invest in your success so you can make a lasting impact. We believe diverse teams, working together are key to driving growth and delivering business results.&nbsp;We recognize the importance of employee wellbeing. We prioritize providing competitive benefits plans, a variety of medical insurance plans, Employee Assistance Program, employee resource groups, recognition, and much more. Our culture offers flexible time off plans, including paid parental leave (maternal and paternal), vacation, and holiday leave.",Information Technology,"Mandaluyong City, National Capital Region (NCR)",Full-time,Jobstreet
81,Web Developer,ARMSCOR GLOBAL SHARED SERVICES INC.,https://ph.jobstreet.com/job/82645330?type=standard&ref=search-standalone&origin=cardTitle#sol=22497c27b63c9d5454546c7a1326799ccf6365a6,"Duties and Responsibilities:Develop web pages using React, Next.js, static HTML, WordPress, or custom-built web systems from scratch.Suggest ideas to improve each Program, Program design, and Website coding.&nbsp;Create, manage, and improve company websites, ensuring they are optimized for performance, usability, and accessibility.Collaborate with the marketing team to create web-based solutions that support marketing campaigns, improve user experience, and drive conversions.Implement responsive design principles to ensure websites function effectively on various devices and screen sizes.Perform regular website audits and updates to ensure content remains current, accurate, and consistent with the company’s guidelines.Optimize websites for search engines (SEO) and ensure best practices are followed to improve organic search rankings.Troubleshoot and resolve website issues promptly, including broken links, page errors, and other technical problems.Integrate third-party tools and platforms, such as CRM systems, analytics tools, and marketing automation software.Maintain website security by applying updates, patches, and protective measures as neededStay up to date with industry trends and emerging technologies to continuously improve website functionality and user experienceOther tasks assigned by Management/Immediate Head.Qualifications:Candidate must be a graduate of Web Development, Computer Science, Information and Technology, or any related field.&nbsp;3+ years of solid and relevant experience in web development.&nbsp;&nbsp; &nbsp; &nbsp; Web page creation using or scratch web system.&nbsp; &nbsp; &nbsp; Front End Development: Implement responsive and user-friendly interfaces using (ReactJS/NextJS, &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Tailwind CSS) Knowledge in Typescript is a plus&nbsp; &nbsp; &nbsp; Back End Development: Expertise in using languages such as (NodeJS, ExpressJS, JWT, Password &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Hasing)&nbsp; &nbsp; &nbsp;Database: knowledgeable i n PostgreSQL (Table, Views, Stored Procedure, Trigger Functions)&nbsp; &nbsp; &nbsp; Big Commerce: Static HTML, 3rd party tool automation, CSSFamiliarity with cloud platform and deployment tool using AWS (Amazon Web Services)Experience testing websites in a development environment using GitHub Actions.Experience with version control systems using GithubFamiliarity with web analytics tools (e.g., Google Analytics) and the ability to analyze data for informed decision-making.Knowledge of SEO best practices and experience implementing SEO strategiesFamiliar with WordPress and other CMS platforms, including custom theme and plugin development (an advantage).",Information Technology,"Manila City, National Capital Region (NCR)",Full-time,Jobstreet
82,Senior Data Analyst,"Gardenia Bakeries Phils., Inc.",https://ph.jobstreet.com/job/82982353?type=standard&ref=search-standalone&origin=cardTitle#sol=1ead2db92d339972816193f3d65e6783a0599bd1,"QualificationsGraduate of BS Computer Science, Information Technology or any related fieldCertifications in Data Architecture is an advantageProficient in data modelling tools like SQL, PostgreSQL, Oracle SQL Developer, or similarWith solid experience in data warehousing concepts and technologies like ETL processes, SSIS and GreenplumFamiliarity with data visualization tools such as QlikView, Tableau and PowerBI is preferredKeen to details and has the ability to adapt to the evolving data technologies and methodologiesAmenable to work onsite in Laguna International Industrial Park, Mamplasan, Binan, LagunaJob DescriptionDevelop and implement and comprehensive data strategy that aligns with the organization's objectives and goalsDesign and maintain data models. ensuring data accuracy, consistency and efficiencyOversee the selection, deployment and management of the database and data storage solutionsEstablish data integration processes to facilitate the flow of the data between systems, applications and databasesDefine and enforce data governance policies, including data security, privacy and complianceCreate and maintain data documentation, including data dictionaries, data lineage and metadataOptimize data systems for performance, scalability and reliabilityCollaborate with cross-functional teams to understand their data needs and provide solutionsStay current with emerging data technologies and evaluate their relevance and potential adoptionProvide guidance and mentorship to data professionals within the team",Information Technology,"Biñan City, CALABARZON (Region IV-A)",Full-time,Jobstreet
83,Associate Software Engineer | Entry Level - Cebu,Accenture,https://ph.jobstreet.com/job/82872087?type=standard&ref=search-standalone&origin=cardTitle#sol=b36c6969685b834275aa469bca7c7dea0fec6c9b,"Ready to become part of the dynamic Accenture team? We’re seeking candidates with the right skills and experience for this role. Think you match the profile? Reach out to us, we'd love to hear from you!Be part of Accenture Philippines' 40-year legacy.About AccentureAccenture is a leading global professional services company that helps the world’s leading businesses, governments and other organizations build their digital core, optimize their operations, accelerate revenue growth and enhance citizen services—creating tangible value at speed and scale. We are a talent- and innovation-led company with approximately 733,000 people serving clients in more than 120 countries. Technology is at the core of change today, and we are one of the world’s leaders in helping drive that change, with strong ecosystem relationships. We combine our strength in technology and leadership in cloud, data and AI with unmatched industry experience, functional expertise and global delivery capability. We are uniquely able to deliver tangible outcomes because of our broad range of services, solutions and assets across Strategy &amp; Consulting, Technology, Operations, Industry X and Song. These capabilities, together with our culture of shared success and commitment to creating 360° value, enable us to help our clients reinvent and build trusted, lasting relationships. We measure our success by the 360° value we create for our clients, each other, our shareholders, partners and communities. Visit us at www.accenture.com.&nbsp;What you’ll do:&nbsp;A. Application DevelopmentProgram, design and maintain software applicationsSupport analysis, implementation of technology solutions based on client requirementsIdentify and solve system issuesB. Functional DevelopmentDevelop new features or products for a particular area of our platform, working alongside the Development TeamMaintain and enhance current features and functionalities, and monitor and control the systemConfigure business processes based on defined business requirementsC. AnalyticsTurn information into action through Analytics-based solutionsDevelop quantitative and qualitative business insights using analytical tools and techniquesIntegrate systems and data quickly and effectivelyD. Software TesterConstruct and execute test scriptsDocument and report system errors and gaps identified during testing phaseDrive recommendations that contribute to the improvement of the programE. Application / Modern SupportSupport end-users through callsProvide end-to-end support for incidents and client requests from problem diagnosis up to resolutionDocument and report gaps or issues identified during the operationDrive recommendations that contribute to the improvement of the programBuild relationships to create, reinforce, motivate and guide customers and partnersF. IT Operations AssociateAdminister and maintain clients’ IT systems infrastructure, deal with servers, databases, network, and CloudDevelop and maintain knowledge of tools and service management procedures necessary to run IT operationsSupport incident identification, prioritization, and resolution activitiesParticipate in automation and other continuous improvement initiatives&nbsp;Here’s what you’ll need:&nbsp;Amenable to work in CEBU Office locations.You must already possess the appropriate visas and/or work permits required to live and work in the country the job is based. Do not apply until you have confirmed these authorizations are in place, or the job description states that international applicants will be considered.A. Application DevelopmentGraduate of Computer Science, Software Development or any programming-related courseLikes programming or developing software applicationsKnowledgeable about any of the following programming languages: Java, C, C++, C#,.Net, UNIX Shell Scripting, Oracle, Peoplesoft, SAP and SalesforceB. Functional DevelopmentGraduate of Computer Science, Engineering or Mathematics is an advantageWilling to be trained in any programming language / skillLikes configuring, maintaining and enhancing current features and functionalities of the systemC. AnalyticsGraduate of Mathematics, Statistics or any related courseInterested in Data Science, infographics and reportsD. Software TesterGraduate of Industrial Engineering or related courseInterest in software testing, debugging and quality assuranceE. Application / Modern SupportGraduate of Communications, Business, Hospitality or any related course is an advantageExperience in technical support and customer service is an advantageF. IT Operations AssociateGraduate of Electronics &amp; Communications Engineering, Computer Engineering, Computer Science or other IT-related courseInterest and knowledge in IT systems, servers, network, Cloud and database support and administration work&nbsp;What we believe:All our leaders are committed to building a better, stronger and more durable company for future generations to create positive, long-lasting change. Inclusion and diversity are fundamental to our culture and core values. Our rich diversity makes us more innovative and creative, which helps us better serve our clients and our communities.&nbsp;Our position as partner to many of the world’s leading businesses, organizations and governments affords us both an extraordinary opportunity and a tremendous responsibility to make a difference. Sustainability is one of our greatest responsibilities, which we embed it into everything we do and for everyone we work with.&nbsp;Accenture is committed to providing equal employment opportunities for persons with disabilities. Please let your recruiter know if you require reasonable accommodation to enable your participation in the recruitment process, they will be happy to assist you.&nbsp;What’s in it for you?Competitive Compensation and Benefits (Performance Bonus, 13th Month Pay, Day 1 HMO &amp; Life Insurance Coverage)Expanded maternity leave up to 120 days*Expanded paternity leave up to 30 days*Flexible Working Arrangements*Healthy and Encouraging Work EnvironmentCompany-sponsored trainings like upskilling and certificationEmployee Stock Purchase PanLoyalty and Christmas GiftInclusion and Diversity BenefitsCar and housing plan**Terms &amp; Conditions apply&nbsp;Equal employment Opportunity Statement:All employment decisions shall be made without regard to age.., race, creed, color, religion, gender, national origin, ancestry, disability status, veteran status, sexual orientation, gender identity or expression, genetic information, marital status, citizenship status or any other basis as protected by federal, state, or local law.Job candidates will not be obligated to disclose sealed or expunged records of conviction or arrest as part of the hiring process.Accenture is committed to providing veteran employment opportunities to our service men and women.Please read Accenture’s Recruiting and Hiring Statement for more information on how we process your data during the Recruiting and Hiring process.&nbsp;IMPORTANT REMINDER:&nbsp;We appreciate your interest in applying with Accenture. Please ensure to complete your profile and accomplish all required information in Workday within the next 24 hours, in order for us to start processing your application. You may access Workday by clicking the “Apply Now” button or refer to the link sent via SMS or email.",Information Technology,"Cebu City, Central Visayas (Region VII)",Full-time,Jobstreet
84,Principal Business Intelligence Developer,"Deltek Systems (Philippines), Ltd.",https://ph.jobstreet.com/job/82627764?type=standard&ref=search-standalone&origin=cardTitle#sol=89ca4adaefa2fb53ad19a387df3915d23bfef1db,"Deltek is looking for a Principal Business Intelligence Developer to join the Sales Operations team to support the Deltek Global Sales organization in achieving go to market objectives. You are a highly organized data analyst who thrives in being able to take abstract business concepts and ideas and turn them into working business intelligence products and tools. You will be the specialist for developing BI tools that will enable a world class salesforce and demand generation engine. You will work in a matrix environment and balance the needs for regular reporting with ad hoc requests.&nbsp;This role will partner closely with Deltek’s Business Intelligence team to define and implement data requirements to support Deltek’s analytic objectives. The ideal candidate will have experience working with large and complex datasets and using a variety of tools and techniques to join data from disparate systems to create and analyze such datasets. Candidates should be extremely well organized and able to facilitate cross-functional collaboration.&nbsp;Responsibilities:Expert level experience in Microsoft Power BI development, instilling a culture of best-practice development and workflow&nbsp;Develop subject matter expertise on the key data sources for sales business analysis to accurately understand user requirements and create appropriate reports that meet user requirements&nbsp;Able to resolve data roadblocks through troubleshooting, problem solving and testing&nbsp;Collaborate on KPIs and metrics to monitor and run the business and build reports using them&nbsp;Prototype reports and dashboards to get users engaged and excited about the solutions&nbsp;Perform current-state to future-state detailed impact analysis activities, and recommend end-state solutions&nbsp;Partner with Deltek’s Business Intelligence team to create, test, and maintain core dataflows combining data from disparate systems that are available in repeatable, self-service environments&nbsp;Identify opportunities for improving analytic capabilities or results, and work cross-functionally to drive change that results in improved capabilities and results&nbsp;Oversee QA activities to validate data/metric requirements are being met through front-end solutions, data model verification, and source to target mapping&nbsp;&nbsp;Typical Deliverables&nbsp;Data visualizations, reports and dashboards in Microsoft Power BI to management&nbsp;Business requirements collected from stakeholders including sales management, marketing and product management&nbsp;Develop repeatable dataflows/models using Microsoft Power BI, QlikView, Qlik Sense, SQL, Excel and/or other tools&nbsp;Data models including territory models, market sizing models, pipeline health models, sales performance dashboards, and other reports and dashboards&nbsp;Requirements, technical and user documentation relating to the reports, dashboards, and datasets&nbsp;Effective and persuasive presentations (verbal and written) for project teams and business leaders&nbsp;&nbsp;Qualifications:Bachelor’s degree in Information Technology, Computer Science or related field; or relevant work experience in Business Intelligence development&nbsp;4+ years hands on experience in Microsoft Power BI development, data modeling, visualizations and reporting techniques.&nbsp; Even better would be additional knowledge of other BI tools such as OlikView and Qlik Sense&nbsp;Strong analytical, conceptual, and problem-solving abilities&nbsp;Ability to function independently and within an agile team&nbsp;Fundamental understanding of project management practices and project scheduling&nbsp;Positive interpersonal and communication skills, including the ability to listen, ask probing questions, and ensure accurate understanding of internal client needs&nbsp;Experience in similar roles related to Reporting, Business Intelligence and Analytics&nbsp;Strong detail-orientation and excellent analytical and problem-solving skills&nbsp;Ability to partner with Sales Ops team members and other stakeholders to define and implement dashboards (including user interface elements) that achieve analytic objectives while being easy and intuitive to use&nbsp;Open to follow mid shift schedule (4PM-1AM)",Information Technology,"Makati City, National Capital Region (NCR)",Full-time,Jobstreet
