title,company,link,job_desc,job_func,location,job_type,source,
Medical Claims Processor,InLife Health Care,https://ph.jobstreet.com/job/82902779?type=standard&ref=search-standalone&origin=cardTitle#sol=455a5914bca7ea3c7edd3c9d85e88026eb11c048,"JOB PURPOSE:Responsible for analyzing, adjudicating, auditing and processing of claims (In-Patient, Out-Patient Hospital Bills and Professional Fees) according to set medical guidelines, policies within the agreed SLAs (Service Level of Agreements)Graduate of Bachelor of Science in Nursing or any related medical course.Above average communication and interpersonal skillsMust be customer-service oriented.With expertise/familiarity with Medical TerminologiesComputer literateWith experience in claims processing and reconciliationWilling to accept Fixed Term contractWilling to work onsite in Makati City",Healthcare,"Makati City, National Capital Region (NCR)",Full-time,Jobstreet,
Patient Relations Officer - Intellicare,Asalus Corporation (IntelliCare),https://ph.jobstreet.com/job/83266203?type=standard&ref=search-standalone&origin=cardTitle#sol=427bd76cebda0eb74258f7427e2b9b1a13cf24e6,"JOB PURPOSETo delight customers by providing quality service through personalized assistance of members during confinement and ensure proper implementation of the service level agreement and benefit plan of the members.&nbsp;DUTIES &amp; RESPONSIBILITIESTo ensure and manage hassle free customer experience from admission up to discharge.&nbsp;1. Assist patient’s admission within 24 hours for key cities and within 48 hours for provincial hospitals.&nbsp;2. Informs and negotiates with attending physician regarding application of rvs on professional fees and compliance.&nbsp;3. Discuss health plan benefit, coverage and limitations.&nbsp;4. Informs confined member pertinent documents needed to be accomplished upon discharge.&nbsp;5. Assist the patient in signing all documents needed prior release of coverage.&nbsp;6. Monitors and re-visits currently confined patients.&nbsp;7. Assist vip’s during confinement and ecu, ape and out-patient availment once fcss is not available.&nbsp;8. On-call and to respond to urgent endorsements, calls or messages received beyond office hours.&nbsp;9. Coordinates with the claims processing and finance dept regarding reconciliation of unpaid billings of hospitals and or doctors to help prevent suspension.&nbsp;10. May act as reliever to other functions required as deemed necessary&nbsp;11. Cases of patients should be kept confidential at all times. No devulging of information unless the doctor will do so.&nbsp;&nbsp;&nbsp;12. Seek approval regarding member’s confinement from the team leader or supervisor prior release of rcs 3 for confinements beyond their level of authority.&nbsp;To manage customer expectations regards to benefit coverage, proper handling customer complaints encountered during confinement. To build customer trust and satisfaction and further enhancing loyalty.&nbsp;1. Informs and negotiates with attending physician regarding application of rvs on professional fees and compliance. To escalate to medical group for any accredited doctor doing balance billing.&nbsp;2. Reports any memb er / patient who exceeded limit for account officers information.&nbsp;3. Reports to office atleast once a week for updating and completion of documents to be attached to soas prior endorsement to claims department&nbsp;&nbsp;To ensure implementation of cost management initiatives in all confined patients and to contribute to the overall bottom line of the company.&nbsp;1. Regular monitorng of length of stay (alos) of confined members and monthly reporting of updates in their respective areas of assignment. Report to medical group any accredited doctor with longer length of stay.&nbsp;2. Steerage cost efficient facilities and implementation of the packages.&nbsp;3. Establish rapport with the hospital staff and accredited specialist / coordinators.&nbsp;4. Assist patient during discharge to ensure all non-coverable charges are collected from the patient.&nbsp;5. Tag complete discharge details in the system within the required tat within one week after patient’s discharge.&nbsp;6. Coordinates with hospital coordinators and accredited doctors regarding patient’s health status and concerns.&nbsp;&nbsp;To prevent fraud and abuse of the members, doctors, and facilities.&nbsp;1. Review statement of accounts of covered members for double billing and unusual charges prior to discharge.&nbsp;2. To escalate to medical group any unusual charges seen in the statement of accounts for proper handling.&nbsp;&nbsp;3. Tag details of confinement in the system.&nbsp; Checks member’s data &amp; benefit for proper tagging and documentation.&nbsp;4. Reports to office atleast once a week for updating and completion of documents to be attached to soas prior endorsement to claims department.&nbsp;QUALIFICATIONSEducational requirement&nbsp;Graduate of 4yr course preferably allied medical courses&nbsp;Relevant work experience&nbsp;Experience in an hmo setting an advantage but not required&nbsp;Personal characteristics and behaviors&nbsp;Ability to adjust to flexible schedules or to work on call.&nbsp;With pleasing personality, good moral character.&nbsp;Required competencies and proficiency levels&nbsp;Good in oral &amp; written communication skills, computer literate.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;",Healthcare,"Makati City, National Capital Region (NCR)",Full-time,Jobstreet,
Renal Technician,Makati Medical Center,https://ph.jobstreet.com/job/82762507?type=standard&ref=search-standalone&origin=cardTitle#sol=82e9a29cc341eefa1ddf25b59c8b2b9fb95e4721,"The Technician is responsible for preparing, setting up, maintaining, and storing equipment and accessories to ensure functionality and sterility and provide safe and quality patient care. He assists doctors and nurses in using surgical, diagnostic, and treatment equipment. He cleans and disinfects equipment, instruments, and accessories, sterilizes instruments and equipment accessories, and assists with equipment and supply inventory.&nbsp;Job Qualifications:Any of the following minimum educational attainment:1. Graduate of a Computer or Electronics-related course2. Graduate of Bachelor of Science in Nursing (underboard)3. TESDA NCII Certified in Electrical and Electronics Courses4. Additional for Renal Care Services: Minimum of two (2) years course with minimum of one (1) year dialysis experience",Healthcare,"Manila City, National Capital Region (NCR)",Full-time,Jobstreet,
Clinical and Associate Editors (Pharmacists) with Clinical experience,"MIMS (MediMarketing, Inc.)",https://ph.jobstreet.com/job/82689799?type=standard&ref=search-standalone&origin=cardTitle#sol=396c015ab976f858d5429f0e74d47850eb087457,"We provide alternative meaningful careers for Pharmacists outside the hospital, community or retail setting. Our editorial teams contribute to providing the most up-to-date and reliable drug information to empower healthcare professionals for safe and effective prescribing across Asia-Pacific. The Associate Editors/Editors develop drug information distributed through printed media and digital platforms such as MIMS.com and MIMS Mobile App, ensuring the healthcare professionals are given the right tools needed at the point of care. Responsibilities:Work with a team of editorial staff and responsible for editing, reviewing and proofreading pharmaceutical product information, following set editorial guidelinesManage MIMS and MIMS Annual publication cycle following work schedules and deadlinesCoordinate and liaise with other teams and departments across Asia-PacificConduct quality control checks on drug information in printed media and digital platformsRequirements:Candidate must possess at least a Bachelor's/College Degree , Professional License (Passed Board/Bar/Professional License Exam), Pharmacy/Pharmacology or equivalentAt least 2 years of working experience in hospital pharmacy or community practiceApplicants must be willing to work in Makati CityWith strong pharmacology background and adequate ability to analyze and evaluate drug informationHighly organized, meticulous, able to work under pressure and meet deadlinesPossesses good analytical, communication and problem solving skillsProficient in MS Word and ExcelAble to work collaboratively as well as work independently with minimum guidance",Healthcare,"Manila City, National Capital Region (NCR)",Full-time,Jobstreet,
Company Nurse,BillEase,https://ph.jobstreet.com/job/83068359?type=standard&ref=search-standalone&origin=cardTitle#sol=f6fec926f1ff775a350231e1ca5e512154a34381,"About UsBillEase offers you the easiest way to afford what you want and need today. Our brand centers around making shopping and payment processes seamless and convenient. Our customers have diverse lifestyles and are looking to enhance their shopping experiences both online and offline. It's essential for us to embody the core of our brand name BillEase, a combination of ""bill"" and ""ease,"" pronounced bilis, which means speed or swiftness in Filipino.Discover more about us here: https://billease.ph/about-usThe JobProvide first aid and medical care for work/non-work-related illnesses or injuries.&nbsp;Conduct health check-ups, monitor employee wellness, and maintain medical records.&nbsp;Ensure workplace health and safety compliance with regulations.Organize wellness programs, health seminars, and vaccination drives.Assist HR with medical exams, sick leaves, and return-to-work evaluations.The Ideal Candidatevalid PRC nursing licensePreferably holds the following training certificates: Basic Occupational Safety &amp; Health (BOSH)He/she must possess competent clinical skills, with a background in occupational health, hospital, or equivalent for at least one 6 months to 1 yearAvailable to start immediatelyWilling to work either in Ermita, Manila, and Makati.---By submitting your application, you authorize BillEase to collect, process, and store your personal information for recruitment and evaluation purposes. We ensure that your data is handled confidentially and may be shared with authorized internal teams or third parties as part of these processes. If applicable, you also consent to BillEase using your provided information to update our records to ensure the accuracy and completeness of your details. All information will be securely managed and used exclusively for the purposes stated above, in compliance with applicable data protection regulations.",Healthcare,"Manila City, National Capital Region (NCR)",Full-time,Jobstreet,
Housekeeping Officer,Makati Medical Center,https://ph.jobstreet.com/job/82868811?type=standard&ref=search-standalone&origin=cardTitle#sol=a8feff244cb7e4deecffe6a37028eb922545249b,"About the roleMakati Medical Center is seeking a dedicated and meticulous Housekeeping Officer to join our team. As a Housekeeping Officer, you will play a crucial role in maintaining the cleanliness and sanitation of our state-of-the-art medical facilities, ensuring a safe and comfortable environment for our patients, visitors, and staff. This full-time position is based in Makati City, Metro Manila.What you'll be doingDevelop and implement effective cleaning schedules and procedures for all designated areasOversee a team of housekeeping staff, ensuring they adhere to established protocols and standardsConduct regular inspections to identify and address any cleanliness or maintenance issuesMaintain accurate records of cleaning activities and inventory of cleaning suppliesCollaborate with other departments to coordinate cleaning schedules and address any specific requirementsEnsure compliance with all relevant health and safety regulationsContinuously look for ways to improve efficiency and effectiveness of the housekeeping operationsWhat we're looking forMinimum 3 years of experience in a similar housekeeping or facility management role, preferably in a healthcare or hospital settingStrong organisational and problem-solving skills, with the ability to multitask and work under pressureExcellent attention to detail and a commitment to maintaining high standards of cleanliness and sanitationEffective communication and leadership skills, with the ability to train and motivate a teamKnowledge of relevant health and safety regulations and best practices in housekeepingProficiency in using cleaning equipment and productsWhat we offerAt Makati Medical Center, we are committed to providing our employees with a supportive and fulfilling work environment. We offer competitive salaries, comprehensive health insurance, and opportunities for professional development and career advancement. Our focus on work-life balance includes flexible work arrangements and various wellness initiatives to support the overall wellbeing of our team.About usMakati Medical Center is a leading healthcare provider in the Philippines, known for our commitment to excellence in medical care and our state-of-the-art facilities. Our mission is to deliver the highest quality of healthcare services to our patients, and our dedicated team of professionals is the key to our success. Join us in our mission and be a part of a dynamic and rewarding work environment.Apply now for this exciting Housekeeping Officer opportunity at Makati Medical Center.",Healthcare,"Makati City, National Capital Region (NCR)",Full-time,Jobstreet,
Policies and Programs Officer,Makati Medical Center,https://ph.jobstreet.com/job/82865374?type=standard&ref=search-standalone&origin=cardTitle#sol=562d106da4de322e740a475f8c557e31dd73bead,"JOB SUMMARY&nbsp;Hospital Policies &amp; Programs Officer monitors hospital plans, programs, policies and procedures to ensure that these are updated and compliant, and consistent with regulatory and accreditation standards.Able to formulate multi-departmental hospital plans, programs, policies and procedures as required by regulatory and accreditation standards.&nbsp;&nbsp;QUALIFICATIONS:&nbsp;Graduate of any healthcare-related course with Master's Degree in a healthcare courseAt least 8 years of experience in a healthcare license and/or accreditation-related, safety-related, or quality-related position.Practice relevant experience from Health care industry preferably",Healthcare,"Makati City, National Capital Region (NCR)",Full-time,Jobstreet,
Hospital Epidemiologist,Makati Medical Center,https://ph.jobstreet.com/job/82870230?type=standard&ref=search-standalone&origin=cardTitle#sol=2f708f92bffa54ec68faf6984f6a6d9d178f1f8e,"A. Job SummaryCollaborate with the Department Manager in updating and creating hospital standards, policies, &nbsp;and procedures of Infection Prevention ControlAdvises Officer and Units regarding infection control policies and procedures through consultations, meetings, trainings, and regular audits and surveillanceOversees the conduct of prevalence and epidemiologic surveillance studies, investigation of infectious disease outbreaks, and individual cases of reputable diseases admitted in MMC in coordination with representatives from involved unitsMonitors implementation of improvement strategies related to infection control in all hospital units and departmentsB. Job QualificationsGraduate of any healthcare related courses preferably with post-graduate units in epidemiology, public health, or related coursesAt least eight (8) years of clinical experience, inclusive of experience in infection prevention and control&nbsp;",Healthcare,"Makati City, National Capital Region (NCR)",Full-time,Jobstreet,
"Department Manager, Clinical Safety and Risk Management",Makati Medical Center,https://ph.jobstreet.com/job/83261109?type=standard&ref=search-standalone&origin=cardTitle#sol=ed8271e59f02dd9aeaeed16c386d8c79748be33a,"A. Job SummaryThe Department Manager of Clinical Safety and Risk Management (CSRM) oversees the department responsible for developing systems for the hospital wide identification, collections, analysis, and corrective actions monitoring of safety related information. Assists the hospital leadership and collaborates with the other hospital departments in the identification, collection, analysis and response monitoring for risks and opportunities.&nbsp;B. Job QualificationsGraduate of Bachelor's degree in medical &amp; related courses.&nbsp;Required Master's degree in Hospital Administration or related courses or at least completed 50% of unitsHave at least 10 years experience in healthcare institution, and has lead a team or departmentMust have knowledge and skills in Quality Management, Clinical and Facility Risk Management preferably from healthcare institution",Healthcare,"Makati City, National Capital Region (NCR)",Full-time,Jobstreet,
"Teleconsult Doctor | Makati City, NCR",MedGrocer,https://ph.linkedin.com/jobs/view/teleconsult-doctor-makati-city-ncr-at-medgrocer-4192502579?position=1&pageNum=0&refId=Y7EWstHxzbxT6GmxLAZpfQ%3D%3D&trackingId=t3yTbzEdKDgaApyCqQnl1g%3D%3D,"MedGrocer's digitally-enabled ""medicine-as-a-service"" platforms are used by hundreds of employers and pharma companies. Our end-to-end medicine/vaccine programs, telehealth services, and onsite medical staff serve a million Filipinos every year. MedGrocer is one of the more established Filipino Health Tech startups.A Teleconsult Doctor offers remote assistance in managing patient health by providing diagnosis, treatment, and counseling.Key ResponsibilitiesAttends to the personal medical consultation needs of patients via teleconsultationAssesses an employee’s ability to return to work following an illnessFacilitates health teaching awareness, counseling, and education on how to detect and prevent medical illnesses and conditionsWhy MedGrocer?Progress: To work on engaging and stimulating projects that enhance our client's health. You will be able to hone your skills in providing healthcare services and communication as you interact with a diverse and agile teamPurpose: To create an impact in the digitally enabled tech platform in order to enhance the lives of thousands of Filipinos by providing accessible and end-to-end healthcare solutionsPeople: To collaborate with a group of dynamic, passionate, and driven individuals from diverse backgrounds, from whom you will be able to learn how to expand and strengthen your skillsThis hybrid role requires you to work from home during certain shifts. Ensure a laptop or desktop with acceptable speed, as well as stable power and internet connectivity are availableMinimum QualificationsRegistered physician with an active PRC license, new board passers are welcome to apply;Proficient in computer applications such as Google Workspace;Amenable to work onsite and undergo training prior to deployment",Health Care Provider,"Manila City, National Capital Region (NCR)",Full-time,Linkedin,1
Occupational Doctor,Alstom,https://ph.linkedin.com/jobs/view/occupational-doctor-at-alstom-4187986780?position=15&pageNum=0&refId=Y7EWstHxzbxT6GmxLAZpfQ%3D%3D&trackingId=mRVXqBlf3n2yNIDGZERhqw%3D%3D,"At Alstom, we understand transport networks and what moves people. From high-speed trains, metros, monorails, and trams, to turnkey systems, services, infrastructure, signalling and digital mobility, we offer our diverse customers the broadest portfolio in the industry. Every day, 74,000 colleagues lead the way to greener and smarter mobility worldwide, connecting cities as we reduce carbon and replace cars.Could you be the full-time Occupational Doctor in Ortigas/Pampanga (Site Location), Philippines we’re looking for?Purpose of the Job:  Company doctor provides basic healthcare services to a company’s employees.  Provide general health follow’ up to employees according to local regulation  Launch vaccination campaign (like flew vaccination, etc.)  Advice the management in case of health issue. Accountabilities: Provide Basic Healthcare, this includes administering first aid where needed and evaluating employees’ overall health and records events in the correct registers and computer files  Practice emergency and routine treatment (reception, orientation, listening, helping relationship),  Create, track and keep staff medical records and participate in the administrative management of work accident reports,  Schedule medical visits in collaboration with the nurse,  Animate a communication campaign around vaccination sessions  Collaborate with EHS team and participate to prevention of health risks: chemical risk management (product validation, support for measurement organizations, etc.), ergonomic program and stress management.  Raise Healthcare Awareness: they also work closely with employees to raise healthcare awareness. This includes evaluating an employee’s health and making lifestyle recommendations to improve their health. They may also hold company-wide meetings to discuss general healthcare tips and recommendations  Help to detect situations of risk (stress, ...) and offers support to the person or contacts the relevant services  Assists managers for analysis of injuries, occupational diseases  Establishes administrative documents / Manage statistics.  Attend monthly EHS committees  Set up dedicated program to inform employees such as addictive behavior, stop smoking,  Leading training actions by managing internal training Performance Occupational illness  Medical monitoring  Injury Frequency Rate (IFR) 1 and Total Recordable Incident Rate (TRIR)  Health leading indicators  Educational Requirements:  Medical Diploma  Degree for safety and working conditions or Ergonomics  Experience:  Emergency protocols Ergonomics knowledge.  Basic elements in labor regulations and laws.  Classification of occupational diseases.  Stress management.  Knowledge of computer office tools. Competencies &amp; Skills Excellent teamwork and people skills  Caring and compassionate nature  Observational skills  Ability to deal with emotionally charged and pressured situations  Verbal and written communication skills  Resilience and very good listening  Confidentiality  Quick decision making  Things you’ll enjoy: Join us on a life-long transformative journey – the rail industry is here to stay, so you can grow and develop new skills and experiences throughout your career. You’ll also: Enjoy stability, challenges and a long-term career free from boring daily routines. Collaborate with transverse teams and helpful colleagues. Utilize our hybrid working environment. Steer your career in whatever direction you choose across functions and countries. Benefit from our investment in your development, through award-winning learning. Benefit from a fair and dynamic reward package that recognizes your performance and potential, plus comprehensive and competitive social coverage (life, medical, pension).You don’t need to be a train enthusiast to thrive with us. We guarantee that when you step onto one of our trains with your friends or family, you’ll be proud. If you’re up for the challenge, we’d love to hear from you! Important to note: As a global business, we’re an equal-opportunity employer that celebrates diversity across the 70+ countries we operate in. We’re committed to creating an inclusive workplace for everyone.",Health Care Provider,"Makati City, National Capital Region (NCR)",Full-time,Linkedin,
